Group_name	Atlas_name	Plates	Region
AuCortex 	 - 	 - 	 Au1
AuCortex 	 - 	 - 	 Auv
AuCortex 	 - 	 - 	 AuD
V1Cortex 	 - 	 - 	 V1
V1Cortex 	 - 	 - 	 V1B
V1Cortex 	 - 	 - 	 V1M
V2Cortex 	 - 	 - 	 V2L
V2Cortex 	 - 	 - 	 V2MM
V2Cortex 	 - 	 - 	 V2MM
S1Cortex 	 - 	 - 	 S1
S1CortexBF 	 - 	 - 	 S1BF
S1CortexTr 	 - 	 - 	 S1Tr 
S1CortexLi 	 - 	 - 	 S1HL 
S1CortexLi 	 - 	 - 	 S1FL
S1CortexJ 	 - 	 - 	 S1J
S1CortexULp 	 - 	 - 	 S1ULp
S1CortexSh 	 - 	 - 	 S1Sh
S1CortexDZ 	 - 	 - 	 S1DZ
S2Cortex 	 - 	 - 	 S2 
MotorCortex 	 - 	 - 	  M1
MotorCortex 	 - 	 - 	  M2
PtCortex 	 - 	 - 	  PtPR
PtCortex 	 - 	 - 	  PtPD
PtCortex 	 - 	 - 	  LPtA
PtCortex 	 - 	 - 	  MPtA
TeCortex 	 - 	 - 	  TeA
EctCortex 	 - 	 - 	  Ect
PrhCortex 	 - 	 - 	  PRh
EntCortex 	 - 	 - 	  DLEnt
EntCortex 	 - 	 - 	  DIEnt
EntCortex 	 - 	 - 	  VIEnt
EntCortex 	 - 	 - 	  MEnt
InsularCortex 	 - 	 - 	  DI
InsularCortex 	 - 	 - 	  GI
InsularCortex 	 - 	 - 	  AIP
InsularCortex 	 - 	 - 	  AID
InsularCortex 	 - 	 - 	  AIV
RSCortex 	 - 	 - 	  RSD
RSCortex 	 - 	 - 	  RSGb
RSCortex 	 - 	 - 	  RSGa
RSCortex 	 - 	 - 	  RSGc
CgCortex 	 - 	 - 	  Cg1
CgCortex 	 - 	 - 	  Cg2
CgCortex 	 - 	 - 	  cg
LimbicCortex 	 - 	 - 	  PrL
LimbicCortex 	 - 	 - 	  DP
LimbicCortex 	 - 	 - 	  IL
LimbicCortex 	 - 	 - 	  FR3
TeniaTecta 	 - 	 - 	  DTT1
TeniaTecta 	 - 	 - 	  DTT2
TeniaTecta 	 - 	 - 	  DTT3
Endopiriform 	 - 	 - 	  Den
Endopiriform 	 - 	 - 	  Ien
Endopiriform 	 - 	 - 	  Ven
Endopiriform 	 - 	 - 	  Pir1
Endopiriform 	 - 	 - 	  Pir2
Endopiriform 	 - 	 - 	  Pir3
Endopiriform 	 - 	 - 	  APir3
Endopiriform 	 - 	 - 	  APir
Endopiriform 	 - 	 - 	  RaPir3
Claustrum 	 - 	 - 	  DCl
Claustrum 	 - 	 - 	  VCl
Claustrum 	 - 	 - 	  Cl
Septum 	 - 	 - 	  TS
Septum 	 - 	 - 	  MS
Septum 	 - 	 - 	  LSI
Septum 	 - 	 - 	  LSI1
Septum 	 - 	 - 	  LSI2
Septum 	 - 	 - 	  LSI3
